ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Methods	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Databases	Interaction Identifiers	Confidence Value	Presence In Other Species	Gene Name Interactor A	Gene Name Interactor B
entrez gene:7421	entrez gene:3725	uniprotkb:VDR_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Towers TL (1999)	pubmed:10330159	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		VDR	JUN
entrez gene:5595	entrez gene:3725	uniprotkb:MK03_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)|Biochemical Activity|MI:0415(enzymatic study)	Pulverer BJ (1991)	pubmed:1922387	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.74		MAPK3	JUN
entrez gene:7341	entrez gene:3725	uniprotkb:SUMO1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0090(protein complementation assay)|MI:0096(pull down)	Schmidt D (2002)|Fang D (2004)|Muller S (2000)	pubmed:11867732|pubmed:15469925|pubmed:10788439	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.93	taxid:10090(Mus musculus (Mouse))	SUMO1	JUN
entrez gene:8202	entrez gene:3725	uniprotkb:NCOA3_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Teyssier C (2001)	pubmed:11477071	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		NCOA3	JUN
entrez gene:8204	entrez gene:3725	uniprotkb:NRIP1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0096(pull down)	Teyssier C (2003)	pubmed:12554755	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.76		NRIP1	JUN
entrez gene:7050	entrez gene:3725	uniprotkb:TGIF1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Pessah M (2001)	pubmed:11371641	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.79		TGIF1	JUN
entrez gene:8648	entrez gene:3725	uniprotkb:NCOA1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)	Lee SK (1998)|Lee SK (1999)|Lee SK (2000)|Lim J (2006)	pubmed:9642216|pubmed:10567404|pubmed:10847592|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.89		NCOA1	JUN
entrez gene:29760	entrez gene:971	uniprotkb:BLNK_HUMAN	uniprotkb:CD72_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Fusaki N (2000)|Rual JF (2005)	pubmed:10820378|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|rual05|MI:1014(string)	-	0.83		BLNK	CD72
entrez gene:2033	entrez gene:3725	uniprotkb:EP300_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0114(x-ray crystallography)|MI:0415(enzymatic study)|MI:0428(imaging technique)|MI:0006(anti bait coimmunoprecipitation)	Vries RG (2001)|Subbaramaiah K (2002)|Campbell KM (2002)|Duyndam MC (1999)|Wang WM (2011)|Deng WG (2003)|Cheng SE (2011)|Kim BK (2014)|Lee IT (2013)|Deng WG (2002)|Liu L (2017)	pubmed:11689449|pubmed:11980644|pubmed:12437352|pubmed:10327051|pubmed:21937452|pubmed:14630807|pubmed:21268080|pubmed:24636898|pubmed:24069158|pubmed:12471036|pubmed:27956703	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid|MI:0469(intact)	-	0.9		EP300	JUN
entrez gene:5601	entrez gene:3725	uniprotkb:MK09_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Biochemical Activity|MI:0424(protein kinase assay)|MI:0415(enzymatic study)|MI:0018(two hybrid)|MI:0096(pull down)	Fuchs SY (1997)|Kallunki T (1996)|Ho DT (2006)|Yao K (2009)|Pulverer BJ (1991)|Chin AI (1999)|Natoli G (1997)|Gupta S (1996)|Kallunki T (1994)|Katagiri C (2006)|Wasserman T (2009)|Yao K (2007)|Ho DT (2003)|Phelan DR (2001)|Blonska M (2006)|Camps M (1998)	pubmed:9405416|pubmed:8945519|pubmed:16533805|pubmed:19527717|pubmed:1922387|pubmed:10490605|pubmed:8985011|pubmed:8654373|pubmed:8001819|pubmed:16824735|pubmed:19910486|pubmed:17875713|pubmed:12788955|pubmed:11278395|pubmed:17189706|pubmed:9596579	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|MI:0465(dip)|homomint|i2d|MI:0462(bind)	-	0.96	taxid:10116(Rattus norvegicus (Rat))	MAPK9	JUN
entrez gene:1831	entrez gene:3725	uniprotkb:T22D3_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Mittelstadt PR (2001)	pubmed:11397794	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		TSC22D3	JUN
entrez gene:6942	entrez gene:3725	uniprotkb:TCF20_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Kirstein M (1996)	pubmed:8663478	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		TCF20	JUN
entrez gene:4088	entrez gene:3725	uniprotkb:SMAD3_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Zhang Y (1998)|Verrecchia F (2000)|Liberati NT (1999)|Liberati NT (2001)|Lee SY (2011)	pubmed:9732876|pubmed:10903323|pubmed:10220381|pubmed:11306568|pubmed:21829441	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid	-	0.9		SMAD3	JUN
entrez gene:1660	entrez gene:3725	uniprotkb:DHX9_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Affinity Capture-MS|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	Westermarck J (2002)|Li X (2015)	pubmed:11823437|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.86		DHX9	JUN
entrez gene:467	entrez gene:3725	uniprotkb:ATF3_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0055(fluorescent resonance energy transfer)|MI:0081(peptide array)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	Hagmeyer BM (1996)|Pearson AG (2003)|Chen BP (1996)|Hai T (1991)|Duyndam MC (1999)|Fil??n S (2010)|Reinke AW (2013)|Reinke AW (2010)|Li X (2015)|Hein MY (2015)	pubmed:8649793|pubmed:14667575|pubmed:8622660|pubmed:1827203|pubmed:10327051|pubmed:20304822|pubmed:23661758|pubmed:20102225|pubmed:25609649|pubmed:26496610	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|MI:0465(dip)|i2d|ortho|MI:0469(intact)	-	0.97	taxid:7227(Drosophila melanogaster (Fruit fly))	ATF3	JUN
entrez gene:3091	entrez gene:3725	uniprotkb:HIF1A_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Alfranca A (2002)|Yu B (2009)	pubmed:11739718|pubmed:19738058	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.83		HIF1A	JUN
entrez gene:9325	entrez gene:3725	uniprotkb:TRIP4_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0096(pull down)	Jung DJ (2002)	pubmed:12077347	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.7		TRIP4	JUN
entrez gene:10514	entrez gene:3725	uniprotkb:MBB1A_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0006(anti bait coimmunoprecipitation)	Favier D (1994)|Li X (2015)	pubmed:8302594|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)	-	0.75		MYBBP1A	JUN
entrez gene:12	entrez gene:12	uniprotkb:AACT_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)	Kroczynska B (2003)	pubmed:14668352	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		SERPINA3	SERPINA3
entrez gene:5587	entrez gene:3725	uniprotkb:KPCD1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Biochemical Activity|MI:0415(enzymatic study)	Hurd C (2002)|Uhle S (2003)	pubmed:11948398|pubmed:12628923	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.77		PRKD1	JUN
entrez gene:9188	entrez gene:3725	uniprotkb:DDX21_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-MS|Reconstituted Complex|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	Westermarck J (2002)|Li X (2015)	pubmed:11823437|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0469(intact)	-	0.89		DDX21	JUN
entrez gene:6689	entrez gene:3725	uniprotkb:SPIB_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Rao S (1999)	pubmed:10196196	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		SPIB	JUN
entrez gene:55690	entrez gene:3725	uniprotkb:PACS1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Crump CM (2001)	pubmed:11331585	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		PACS1	JUN
entrez gene:468	entrez gene:3725	uniprotkb:ATF4_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0055(fluorescent resonance energy transfer)|MI:0428(imaging technique)	Hai T (1991)|Bandyopadhyay S (2010)|Reinke AW (2013)|Chen TC (2014)	pubmed:1827203|pubmed:20936779|pubmed:23661758|pubmed:25241761	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0465(dip)|i2d|MI:0469(intact)	-	0.9		ATF4	JUN
entrez gene:3087	entrez gene:3725	uniprotkb:HHEX_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)	Schaefer LK (2001)	pubmed:11551904	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		HHEX	JUN
entrez gene:10987	entrez gene:3725	uniprotkb:CSN5_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|Affinity Capture-Western|Co-localization|MI:0004(affinity chromatography technology)|MI:0428(imaging technique)|MI:0415(enzymatic study)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Claret FX (1996)|Lim J (2006)|Kapelari B (2000)|Bianchi E (2000)|Yun HM (2010)|Li X (2015)	pubmed:8837781|pubmed:16713569|pubmed:10903862|pubmed:10766246|pubmed:20093369|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06|MI:0469(intact)	-	0.9		COPS5	JUN
entrez gene:9935	entrez gene:3725	uniprotkb:MAFB_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)	Mechta-Grigoriou F (2003)	pubmed:12798298	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.59	taxid:10090(Mus musculus (Mouse))	MAFB	JUN
entrez gene:64326	entrez gene:3725	uniprotkb:RFWD2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	Bianchi E (2003)|Wertz IE (2004)|Yi C (2005)|Lu G (2014)|Li X (2015)|Zou S (2016)|Huttlin EL (2017)	pubmed:12615916|pubmed:14739464|pubmed:15994960|pubmed:25117710|pubmed:25609649|pubmed:27534417|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0462(bind)|MI:0469(intact)	-	0.9		COP1	JUN
entrez gene:2019	entrez gene:3725	uniprotkb:HME1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)	Schaefer LK (2001)	pubmed:11551904	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		EN1	JUN
entrez gene:1155	entrez gene:7874	uniprotkb:TBCB_HUMAN	uniprotkb:UBP7_HUMAN	-	-	MI:0096(pull down)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	Lim J (2006)	pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0469(intact)|MI:0471(mint)|i2d|lim06|biogrid	-	0.75		TBCB	USP7
entrez gene:1511	entrez gene:12	uniprotkb:CATG_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Gibson TL (1999)|Duranton J (1998)|Tervahartiala T (1996)|Rual JF (2005)	pubmed:10512690|pubmed:9698370|pubmed:8849841|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.66		CTSG	SERPINA3
entrez gene:2959	entrez gene:3725	uniprotkb:TF2B_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Franklin CC (1995)	pubmed:7848298	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		GTF2B	JUN
entrez gene:8841	entrez gene:3725	uniprotkb:HDAC3_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Weiss C (2003)	pubmed:12853483	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.73		HDAC3	JUN
entrez gene:7329	entrez gene:3725	uniprotkb:UBC9_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0415(enzymatic study)	Lin D (2002)|G??ttlicher M (1996)|Lim J (2006)|Muller S (2000)	pubmed:11877416|pubmed:8733011|pubmed:16713569|pubmed:10788439	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.85	taxid:10090(Mus musculus (Mouse))	UBE2I	JUN
entrez gene:9584	entrez gene:3725	uniprotkb:RBM39_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|Reconstituted Complex|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Jung DJ (2001)|Li X (2015)	pubmed:11704680|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.88		RBM39	JUN
entrez gene:5891	entrez gene:3725	uniprotkb:MOK_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)	Miyata Y (1999)	pubmed:10421840	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		MOK	JUN
entrez gene:8550	entrez gene:3725	uniprotkb:MAPK5_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)	New L (1998)	pubmed:9628874	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		MAPKAPK5	JUN
entrez gene:10538	entrez gene:3725	uniprotkb:BATF_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0055(fluorescent resonance energy transfer)|MI:0081(peptide array)	Dorsey MJ (1995)|Reinke AW (2013)|Reinke AW (2010)	pubmed:8570175|pubmed:23661758|pubmed:20102225	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid|MI:0469(intact)	-	0.88		BATF	JUN
entrez gene:9586	entrez gene:3725	uniprotkb:CREB5_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	Nomura N (1993)|Huttlin EL (2015)|Li X (2015)|Hein MY (2015)|Huttlin EL (2017)	pubmed:8440710|pubmed:26186194|pubmed:25609649|pubmed:26496610|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.9		CREB5	JUN
entrez gene:25920	entrez gene:3725	uniprotkb:NELFB_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Zhong H (2004)|Li X (2015)	pubmed:15530430|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.89		NELFB	JUN
entrez gene:7169	entrez gene:3725	uniprotkb:TPM2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)	Chevray PM (1992)	pubmed:1631061	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		TPM2	JUN
entrez gene:1506	entrez gene:12	uniprotkb:CTRL_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)	Heidtmann HH (1993)	pubmed:8267879	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		CTRL	SERPINA3
entrez gene:8554	entrez gene:3725	uniprotkb:PIAS1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0096(pull down)|MI:0415(enzymatic study)	Schmidt D (2002)	pubmed:11867732	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.62		PIAS1	JUN
entrez gene:6142	entrez gene:3725	uniprotkb:RL18A_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0006(anti bait coimmunoprecipitation)	Gramatikoff K (1995)|Li X (2015)	pubmed:7662174|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)	-	0.75		RPL18A	JUN
entrez gene:122953	entrez gene:3725	uniprotkb:JDP2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	Aronheim A (1997)|Kimura M (2008)|Li X (2015)	pubmed:9154808|pubmed:18671972|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0471(mint)|MI:0469(intact)	-	0.96	taxid:10090(Mus musculus (Mouse))	JDP2	JUN
entrez gene:54861	entrez gene:3725	uniprotkb:SNRK_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)	Iacobelli M (2000)|Bower KE (2002)	pubmed:10878360|pubmed:12087103	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.62		SNRK	JUN
entrez gene:6051	entrez gene:9372	uniprotkb:AMPB_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		RNPEP	ZFYVE9
entrez gene:2274	entrez gene:9372	uniprotkb:FHL2_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)|Lim J (2006)	pubmed:15231748|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|lim06|MI:0469(intact)|biogrid	-	0.73		FHL2	ZFYVE9
entrez gene:1981	entrez gene:9372	uniprotkb:IF4G1_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		EIF4G1	ZFYVE9
entrez gene:23613	entrez gene:9372	uniprotkb:PKCB1_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)|Lim J (2006)	pubmed:15231748|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|lim06|MI:0469(intact)|biogrid	-	0.73		ZMYND8	ZFYVE9
entrez gene:84181	entrez gene:9372	uniprotkb:CHD6_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)|Lim J (2006)	pubmed:15231748|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|lim06|MI:0469(intact)|biogrid	-	0.73		CHD6	ZFYVE9
entrez gene:5930	entrez gene:9372	uniprotkb:RBBP6_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		RBBP6	ZFYVE9
entrez gene:1504	entrez gene:12	uniprotkb:CTRB1_HUMAN	uniprotkb:AACT_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Vercaigne-Marko D (1987)|Rual JF (2005)	pubmed:2435303|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.65		CTRB1	SERPINA3
entrez gene:89941	entrez gene:9372	uniprotkb:MIRO2_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Rual JF (2005)|Colland F (2004)	pubmed:16189514|pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|rual05|colland04|MI:0469(intact)|biogrid	-	0.73		RHOT2	ZFYVE9
entrez gene:4090	entrez gene:23451	uniprotkb:SMAD5_HUMAN	uniprotkb:SF3B1_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		SMAD5	SF3B1
entrez gene:1432	entrez gene:3726	uniprotkb:MK14_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)	Li B (1999)|Mendelson KG (1996)	pubmed:9889198|pubmed:8917518	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0470(kegg)|MI:1014(string)	-	0.62		MAPK14	JUNB
entrez gene:4089	entrez gene:3726	uniprotkb:SMAD4_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)	Liberati NT (1999)|Rual JF (2005)|Colland F (2004)	pubmed:10220381|pubmed:16189514|pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|rual05|colland04|MI:0469(intact)|MI:1014(string)	-	0.88		SMAD4	JUNB
entrez gene:5599	entrez gene:3726	uniprotkb:MK08_HUMAN	uniprotkb:JUNB_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Fuchs SY (1997)|Li B (1999)|Mendelson KG (1996)	pubmed:9405416|pubmed:9889198|pubmed:8917518	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid	-	0.85		MAPK8	JUNB
